"","metric","year","value.x","country.x","SAP.x","value.y","country.y","SAP.y"
"2255","External health expenditure (% of current health expenditure)",2014,3.1701469,"Angola","Has received IMF money",5.99998479,"Namibia","Angola has received IMF money"
"2256","External health expenditure (% of current health expenditure)",2015,2.67032236,"Angola","Has received IMF money",5.71526999,"Namibia","Angola has received IMF money"
"2257","External health expenditure per capita (current US$)",2000,0.06658512,"Angola","Has not received IMF money",10.45745796,"Namibia","Angola has not received IMF money"
"2258","External health expenditure per capita (current US$)",2001,0.41278885,"Angola","Has not received IMF money",9.37123933,"Namibia","Angola has not received IMF money"
"2259","External health expenditure per capita (current US$)",2002,0.36995889,"Angola","Has not received IMF money",5.31850741,"Namibia","Angola has not received IMF money"
"2260","External health expenditure per capita (current US$)",2003,0.36080189,"Angola","Has not received IMF money",13.77461889,"Namibia","Angola has not received IMF money"
"2261","External health expenditure per capita (current US$)",2004,0.95554276,"Angola","Has not received IMF money",36.19694733,"Namibia","Angola has not received IMF money"
"2262","External health expenditure per capita (current US$)",2005,1.63832192,"Angola","Has not received IMF money",79.76692455,"Namibia","Angola has not received IMF money"
"2263","External health expenditure per capita (current US$)",2006,4.06582961,"Angola","Has not received IMF money",98.91667814,"Namibia","Angola has not received IMF money"
"2264","External health expenditure per capita (current US$)",2007,2.49402171,"Angola","Has not received IMF money",91.86720462,"Namibia","Angola has not received IMF money"
"2265","External health expenditure per capita (current US$)",2008,3.36506996,"Angola","Has not received IMF money",90.89154791,"Namibia","Angola has not received IMF money"
"2266","External health expenditure per capita (current US$)",2009,4.58560793,"Angola","Has not received IMF money",41.50359235,"Namibia","Angola has not received IMF money"
"2267","External health expenditure per capita (current US$)",2010,3.13748563,"Angola","Has received IMF money",62.4497453,"Namibia","Angola has received IMF money"
"2268","External health expenditure per capita (current US$)",2011,3.49406736,"Angola","Has received IMF money",57.79804037,"Namibia","Angola has received IMF money"
"2269","External health expenditure per capita (current US$)",2012,2.65931132,"Angola","Has received IMF money",42.26667551,"Namibia","Angola has received IMF money"
"2270","External health expenditure per capita (current US$)",2013,3.68736733,"Angola","Has received IMF money",32.83277248,"Namibia","Angola has received IMF money"
"2271","External health expenditure per capita (current US$)",2014,4.17672797,"Angola","Has received IMF money",26.54641882,"Namibia","Angola has received IMF money"
"2272","External health expenditure per capita (current US$)",2015,2.90212422,"Angola","Has received IMF money",26.63921775,"Namibia","Angola has received IMF money"
"2273","External health expenditure per capita, PPP (current international $)",2000,0.333498,"Angola","Has not received IMF money",24.59335279,"Namibia","Angola has not received IMF money"
"2274","External health expenditure per capita, PPP (current international $)",2001,2.25159154,"Angola","Has not received IMF money",25.13339654,"Namibia","Angola has not received IMF money"
"2275","External health expenditure per capita, PPP (current international $)",2002,1.36339464,"Angola","Has not received IMF money",16.01441746,"Namibia","Angola has not received IMF money"
"2276","External health expenditure per capita, PPP (current international $)",2003,1.25716148,"Angola","Has not received IMF money",30.0572162,"Namibia","Angola has not received IMF money"
"2277","External health expenditure per capita, PPP (current international $)",2004,2.74027651,"Angola","Has not received IMF money",68.00610122,"Namibia","Angola has not received IMF money"
"2278","External health expenditure per capita, PPP (current international $)",2005,3.98963609,"Angola","Has not received IMF money",144.30507103,"Namibia","Angola has not received IMF money"
"2279","External health expenditure per capita, PPP (current international $)",2006,8.32452304,"Angola","Has not received IMF money",179.73571693,"Namibia","Angola has not received IMF money"
"2280","External health expenditure per capita, PPP (current international $)",2007,4.44285341,"Angola","Has not received IMF money",166.77593253,"Namibia","Angola has not received IMF money"
"2281","External health expenditure per capita, PPP (current international $)",2008,4.99562135,"Angola","Has not received IMF money",177.87261219,"Namibia","Angola has not received IMF money"
"2282","External health expenditure per capita, PPP (current international $)",2009,7.8330032,"Angola","Has not received IMF money",78.47860222,"Namibia","Angola has not received IMF money"
"2283","External health expenditure per capita, PPP (current international $)",2010,5.13500134,"Angola","Has received IMF money",99.71735988,"Namibia","Angola has received IMF money"
"2284","External health expenditure per capita, PPP (current international $)",2011,4.80443589,"Angola","Has received IMF money",89.99755124,"Namibia","Angola has received IMF money"
"2285","External health expenditure per capita, PPP (current international $)",2012,3.53484275,"Angola","Has received IMF money",67.13604557,"Namibia","Angola has received IMF money"
"2286","External health expenditure per capita, PPP (current international $)",2013,4.91228114,"Angola","Has received IMF money",57.28252976,"Namibia","Angola has received IMF money"
"2287","External health expenditure per capita, PPP (current international $)",2014,5.84887561,"Angola","Has received IMF money",49.87288522,"Namibia","Angola has received IMF money"
"2288","External health expenditure per capita, PPP (current international $)",2015,5.2273522,"Angola","Has received IMF money",59.82223552,"Namibia","Angola has received IMF money"
"2289","Fertility rate, total (births per woman)",2000,6.639,"Angola","Has not received IMF money",3.88,"Namibia","Angola has not received IMF money"
"2290","Fertility rate, total (births per woman)",2001,6.601,"Angola","Has not received IMF money",3.763,"Namibia","Angola has not received IMF money"
"2291","Fertility rate, total (births per woman)",2002,6.567,"Angola","Has not received IMF money",3.67,"Namibia","Angola has not received IMF money"
"2292","Fertility rate, total (births per woman)",2003,6.533,"Angola","Has not received IMF money",3.604,"Namibia","Angola has not received IMF money"
"2293","Fertility rate, total (births per woman)",2004,6.499,"Angola","Has not received IMF money",3.565,"Namibia","Angola has not received IMF money"
"2294","Fertility rate, total (births per woman)",2005,6.461,"Angola","Has not received IMF money",3.552,"Namibia","Angola has not received IMF money"
"2295","Fertility rate, total (births per woman)",2006,6.419,"Angola","Has not received IMF money",3.56,"Namibia","Angola has not received IMF money"
"2296","Fertility rate, total (births per woman)",2007,6.372,"Angola","Has not received IMF money",3.579,"Namibia","Angola has not received IMF money"
"2297","Fertility rate, total (births per woman)",2008,6.32,"Angola","Has not received IMF money",3.601,"Namibia","Angola has not received IMF money"
"2298","Fertility rate, total (births per woman)",2009,6.26,"Angola","Has not received IMF money",3.62,"Namibia","Angola has not received IMF money"
"2299","Fertility rate, total (births per woman)",2010,6.194,"Angola","Has received IMF money",3.631,"Namibia","Angola has received IMF money"
"2300","Fertility rate, total (births per woman)",2011,6.12,"Angola","Has received IMF money",3.632,"Namibia","Angola has received IMF money"
"2301","Fertility rate, total (births per woman)",2012,6.039,"Angola","Has received IMF money",3.623,"Namibia","Angola has received IMF money"
"2302","Fertility rate, total (births per woman)",2013,5.953,"Angola","Has received IMF money",3.604,"Namibia","Angola has received IMF money"
"2303","Fertility rate, total (births per woman)",2014,5.864,"Angola","Has received IMF money",3.577,"Namibia","Angola has received IMF money"
"2304","Fertility rate, total (births per woman)",2015,5.774,"Angola","Has received IMF money",3.54,"Namibia","Angola has received IMF money"
"2305","Final consumption expenditure (% of GDP)",2000,42.6822281083192,"Angola","Has not received IMF money",85.9060419080217,"Namibia","Angola has not received IMF money"
"2306","Final consumption expenditure (% of GDP)",2001,69.0646882869939,"Angola","Has not received IMF money",89.2773843699708,"Namibia","Angola has not received IMF money"
"2307","Final consumption expenditure (% of GDP)",2002,60.6384273766316,"Angola","Has not received IMF money",85.1772167500154,"Namibia","Angola has not received IMF money"
"2308","Final consumption expenditure (% of GDP)",2003,64.8074388096827,"Angola","Has not received IMF money",90.1532874745938,"Namibia","Angola has not received IMF money"
"2309","Final consumption expenditure (% of GDP)",2004,55.925542659498,"Angola","Has not received IMF money",82.6756076870783,"Namibia","Angola has not received IMF money"
"2310","Final consumption expenditure (% of GDP)",2005,47.9818468001013,"Angola","Has not received IMF money",78.6964907010385,"Namibia","Angola has not received IMF money"
"2311","Final consumption expenditure (% of GDP)",2006,44.388661401761,"Angola","Has not received IMF money",77.0266659458297,"Namibia","Angola has not received IMF money"
