Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,,,,,,,,,44.31929,52.57597,,,,,,,,,,
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,,,,,,,,,35.35583,36.5802,,,,,,,,,,
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,,,,,,,,0,1.99438,1.93709,1.94601,3.0026,,,,14.11856,,,,
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,,,,,,,,,28.13541,28.10576,28.13743,23.23049,,,,,,,,
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,,,,,,,,,29.25597,29.21109,29.19722,23.28793,,,,,,,,
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,26.82652,26.79995,26.82836,23.14032,,,,,,,,
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,,,,,,,,,49.72806,52.55945,53.45547,,,,,,,,,
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,,,,,,,,,54.74267,57.44043,59.67504,,,,,,,,,
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,,,,,,,,,44.76549,47.72968,47.30182,,,,,,,,,
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,,,,,,,,,80.44834,80.11782,83.07248,88.90347,,,,,,,,
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,,,,,,,,,70.36089,69.2545,68.62343,67.27698,,,,,,,,
"School enrollment, primary (% net)",SE.PRM.NENR,,,,,,,,,75.37373,74.65254,75.80242,78.02393,,,,,,,,
"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,,,,,,,,,137.4107,135.71212,138.0258,156.7682,,,,,,,,
"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS,,,,,,,,,148.62822,147.60201,153.3783,193.4173,,,,,,,,
"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS,,,,,,,,,126.30957,123.94696,122.8361,120.4776,,,,,,,,
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,,,,,,,,,114.03228,113.49148,117.6542,146.9379,,,,121.1359,,,,
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,96.4359,94.88482,94.05665,92.45637,,,,105.8882,,,,
"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,98.97358,105.18021,104.13057,105.781,119.5301,,,,113.478,,,,
"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,,,,,,41.0124,,,45.58651,42.54306,,,,50.02951,,,,
"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,,,,,,,,,46.12396,45.84251,44.73841,38.91205,,,,46.86435,,,,
"Primary education, pupils",SE.PRM.ENRL,,,,,,,,3558605,3930051,4046266,4273006,5026803,,,,,,,,
"Primary education, duration (years)",SE.PRM.DURS,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,,,43.9981,,,,,
"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,56.42046,,,,,
"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,32.89524,,,,,
"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,39.19701,38.78758,39.80721,46.18715,,,,,,,,
"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,43.8265,43.28608,45.77979,59.00897,,,,,,,,
"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,34.63104,34.35043,33.91703,33.54657,,,,,,,,
Primary school starting age (years),SE.PRM.AGES,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Trained teachers in preprimary education (% of total teachers),SE.PRE.TCAQ.ZS,,,,,,,,,,,45.14752,44.01397,,,,,,,,
"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,,,,,,,,,,,43.15387,42.21709,,,,,,,,
"Trained teachers in preprimary education, female (% of female teachers)",SE.PRE.TCAQ.FE.ZS,,,,,,,,,,,48.08114,46.65795,,,,,,,,
"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,,,,,,,,124.4873,111.35933,98.89659,85.72018,59.87823,,,,,41.89328,,,
"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,,,,,,,,147.24497,87.58959,86.6285,85.95368,86.67011,,,,,37.31461,,,
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,,,,,,,,135.91823,99.41978,92.73418,85.83747,73.32898,,,,,39.61102,,,
"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,,,,,,,,,37.06511,31.54112,,,,,63.05314,,,
"Preprimary education, duration (years)",SE.PRE.DURS,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,0.65254,,,,,,,,,0.36925,,0.79661,,0.78541,0.82566,,,
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.81924,0.78136,0.83035,,,,,,0.76563,0.75933,0.67871,0.64081,,,,,0.64334,,,
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,,,,,,,,,0.83309,0.8234,0.77763,0.63032,,,,,,,,
"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,,,,,,,,,0.84569,0.83605,0.79943,0.62922,,,,0.87413,,,,
"Compulsory education, duration (years)",SE.COM.DURS,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,67.40542,,,,,,,,,,,,,66.03011,,,,,
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,82.91987,,,,,,,,,,,,,79.97415,,,,,
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,54.19449,,,,,,,,,,,,,53.40721,,,,,
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,,72.19449,,,,,,,,,,,,,77.43113,,,,,
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,,83.77693,,,,,,,,,,,,,84.86238,,,,,
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,,0.75417,,,,,,,,,,,,,0.83176,,,,,
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,63.18212,,,,,,,,,,,,,70.58513,,,,,
Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,,,,,,,,,,,,,,,
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,
Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,,,,,,,,,62.7,,,,,,,,,
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,23.4,,,,56.6,,,,,,,,,
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,,,,,,,,,,,13.5,,,,,,,,,
Time required to obtain an operating license (days),IC.FRM.DURS,,,,,,,24.1,,,,34.7,,,,,,,,,
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,,,,,,,2.4,,,,12.4,,,,,,,,,
Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,,,,,46.8,,,,48.9,,,,,,,,,
Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,,,,,77.7,,,,41.2,,,,,,,,,
Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,,19.3,,,,51.3,,,,,,,,,
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,,,,,,2.1,,,,13.1,,,,,,,,,
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,2.3,,,,13.4,,,,,,,,,
"Time to export, documentary compliance (hours)",IC.EXP.TMDC,,,,,,,,,,,,,,,169,169,169,169,96,96
"Time to export, border compliance (hours)",IC.EXP.TMBC,,,,,,,,,,,,,,,312,312,312,192,164,164
"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,,,,,,,,,,,,,,,240,240,240,240,240,240
"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,,,,,,,,,,,,,,,825,825,825,825,825,825
Time required to get electricity (days),IC.ELC.TIME,,,,,,,,,,159,159,159,145,145,145,145,145,121,121,97
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,86.2,,,,87.7,,,,,,,,,
Power outages in firms in a typical month (number),IC.ELC.OUTG,,,,,,,6.5,,,,4.7,,,,,,,,,
Time to obtain an electrical connection (days),IC.ELC.DURS,,,,,,,60.2,,,,7.7,,,,,,,,,
Average time to clear exports through customs (days),IC.CUS.DURS.EX,,,,,,,,,,,6.7,,,,,,,,,
Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS,,,,,1.8,2.9,2.9,2.3,2.7,2.5,2.4,1.8,1.8,2.4,1.8,3.3,1.9,1.9,1.6,1.5
Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,,,,,,,,,,,,,,0,0,0,0,0,0,0
New businesses registered (number),IC.BUS.NREG,,,,,,,,,,,,,,,,,,,,
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,,,,,,,,,,,,,,,,,,
Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,177
Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,,,,,,,,,,,,,,,,37.57368,37.65132,39.00774,41.20205,41.28838
"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,,,,,,,,,,,,,,,,,,0.394,,
"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE,,,,,,,,,,,,,,,,,,0.381,,
"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,,,,,,,,,,,,,,,,,,0.387,,
"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,,,,,,,,,,,,,,,,,,0.365,,
"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,0.326,,
"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,,,,,,,,,,,,,,,,,,0.325,,
"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,,,,,,,,,,,,,,,,,,0.326,,
"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE,,,,,,,,,,,,,,,,,,0.358,,
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,,,,,,,,,,,,,,,,,,0.361,,
Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,,,,,,,,,,,,,,,,,,,,
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,18.58323397735,12.1615669758914,11.7178851823919,19.0185801448993,12.3238964287176,21.8898428935451,22.2322675406157,27.5521998419139,19.1553548307165,19.5273439849534,30.4906254909108,32.0343986284339,23.3828840688171,24.8140472509074,26.67029860774,19.4687086787897,16.039090696944,11.3028814744226,,
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,3718640297.4,6955592667.6,16469370445,65469370105,39149691502,146896825401,178131374893,287223417692,284868859365,277727649826,602314865010,897200216146,670324152466,923630948178,1068413527767.09,565427290774.67,464829563295.63,381806269427.97,,
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,21.8300194095745,29.0157756429379,21.1229588884631,25.9032756131845,16.145436704097,20.8255646807053,19.0326436506387,20.8230172371605,22.3855332282409,25.5005040191697,25.6491744238504,26.6713218932877,23.4498303836786,28.2092383291269,27.967359355335,20.8188318427411,17.5116635351029,16.6711371453949,,
Expense (current LCU),GC.XPN.TOTL.CN,20010727422,57193227496,140549000000,344239000000,317673000000,671073000000,801229000000,1042470000000,1487150000000,1422250000000,1975410000000,2800740000000,2866730000000,3722210000000,4006005120081.5,2904287593509.88,2898104213502.56,3377955172687.29,,
Other expense (% of expense),GC.XPN.OTHR.ZS,4.08592118695844,5.23956073332211,3.18795280934051,1.53234924601803,2.71965165028189,3.50801353146379,3.07790411018573,2.36204663328441,1.66964498100393,1.15384134547372,1.10889255526701,1.07462981083571,1.63095659273807,0.922951794740221,2.50145899672193,2.17618158259798,1.92601706812814,2.90513642373148,,
Other expense (current LCU),GC.XPN.OTHR.CN,817622551.4,2996673890,4480635794,5274943721,8639598987,23541331646,24661060323,24623627538,24830125335,16410508536,21905174426,30097586964,46755121931,34354203999,100208575485.42,63202571715.64,55817981804.2,98134206099.06,,
Interest payments (% of expense),GC.XPN.INTP.ZS,0.872258768604799,3.66566311744975,3.50001374609567,2.01445484881144,5.5877806237861,2.69257389643154,1.33100422338682,2.25039956468771,9.10997545640991,7.36797328177184,5.86364349679307,2.90838806661811,3.58610681857029,2.66253022615597,3.67351804684054,8.55526040521905,12.3007965356528,16.2321625110476,,
Interest payments (% of revenue),GC.XPN.INTP.RV.ZS,0.360712414267576,2.55473150972548,2.77718868627562,1.7640290268832,3.25719581869961,2.29577623357813,0.549478665151843,1.04164588718486,4.77954250395123,8.44407735697019,4.29775708216611,1.73955097556705,2.32139711959246,2.10351862891843,3.32653719268244,9.48574817746618,13.7020911962502,16.5402705579421,,
Interest payments (current LCU),GC.XPN.INTP.CN,174545324.6,2096511046,4919234320,6934539227,17750870341,18069136424,10664391829,23459740342,135479000000,104791000000,115831000000,81456387937,102804000000,99104966331,147161321043.55,248469366541.24,356489902694.13,548315173180.94,,
Goods and services expense (% of expense),GC.XPN.GSRV.ZS,52.4924781217681,46.0771807603323,43.8348549210596,40.8146665543416,26.6707652605037,35.4132858869303,34.6629989678357,32.8785480637332,33.5553911844804,25.2034452452101,26.3996841162088,32.6576547626699,35.4609607462161,40.5750884555143,34.2316026878952,21.9392151752747,21.5333715624719,24.9448727171166,,
Goods and services expense (current LCU),GC.XPN.GSRV.CN,10504126714,26353026816,61609450243,140500000000,84725820126,237649000000,277730000000,342749000000,499019000000,358456000000,521502000000,914656000000,1016570000000,1510290000000,1371319756363.04,637177904448.94,624059548561.16,842626618268.1,,
Compensation of employees (% of expense),GC.XPN.COMP.ZS,23.9661079473176,32.8560284140535,37.7595866238821,36.6201970142837,52.697900041867,36.4961785081504,38.6956787634996,34.9564016230683,36.5096325185758,46.7471963438214,36.1371563371655,31.3249355527468,35.9392059942862,31.0253854564896,32.9231216608023,47.8606341581186,48.2007241368032,44.6149468736818,,
Compensation of employees (current LCU),GC.XPN.COMP.CN,4795792535,18791423077,53070721404,126061000000,167407000000,244916000000,310041000000,364410000000,542953000000,664862000000,713857000000,877330000000,1030280000000,1154830000000,1318901939422.4,1390010460029.39,1396907217147.44,1507072905711.22,,
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,89.3985227101264,61.7323467685303,74.9273868083171,73.5197195442594,76.4876416500295,79.9209527748152,85.1440383560531,81.8276163222833,81.0783847702212,66.3619319180517,71.9906607116319,76.4572651847121,78.0069202624623,74.8578816891776,69.925116617247,68.6880686370384,68.5056055778278,69.9099627805504,,
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,48.6099348372236,43.3658463903995,43.719134019082,42.6783479349186,49.9130233735921,55.9826442710848,43.1883945960986,39.1055333055084,48.7412508466923,54.7611603545528,34.14945364822,27.6106701177335,31.9188716823152,29.7385697214622,30.6616103820168,40.2472027652956,42.4108798716178,39.413852761161,,
"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,23521887574,35587683336,77439702088,167772000000,272013000000,440617000000,838209000000,880727000000,1381600000000,679586000000,920379000000,1292900000000,1413540000000,1401100000000,1356426466256.25,1054233866328.62,1103411896918.56,1306581620098.53,,
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,28.7033821587261,29.2466757235017,15.5328118307446,17.1715799050331,18.0745661578982,17.1091178120826,23.385169992983,21.499160563566,25.6501497407251,18.3610800814702,16.5999463532431,16.1034126819228,14.8227193155102,14.184763136916,13.5426301621262,11.0020191367023,9.73251223441606,9.22377745371825,,
Tax revenue (current LCU),GC.TAX.TOTL.CN,26311270993,57648356492,103353000000,228200000000,355630000000,551316000000,984460000000,1076320000000,1704030000000,1024060000000,1278470000000,1691010000000,1812070000000,1871680000000,1939827249314.43,1534813668876.62,1610688479594.56,1868949099858.53,,
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,1.11030273499307,2.56237849919065,2.96457875740981,3.15717979486553,3.01680821268538,3.29589465390186,1.72953705181315,1.92617885359962,2.73706377300181,7.14522300660757,3.49007580988071,2.47266714900451,2.73697716292503,3.05153169260027,3.89847795768605,6.62589870566526,7.998362120043,5.8901959984603,,
Other taxes (current LCU),GC.TAX.OTHR.CN,537264989,2102786460,5251158353,12411126348,16440820389,25940668463,33567201009,43381014905,77583714884,88672217512,94062778190,115785359186,121208128451,143769559012,172463175092.18,173558566321,208094902672,195261850624,,
